,Skew Angle,Slope Angle,Center of Mass x,Center of Mass y,Aspect Ratio,Entropy,ForgerID,OriginalID,Genuine
1705,-5,-20.67,78.9,243.1,2.475,0.1593,28,28,1
1706,-5,-14.766,78.25,217.9,2.451,0.248,29,29,1
1707,-5,-22.62,100.44,179.5,0.06216,0.559,30,30,1
1708,4,-17.94,72.25,302,2.486,0.1825,31,31,1
1709,-5,-3.172,102,262.5,2.096,0.4707,32,32,1
1710,1,-30.62,98.8,232,0.3938,0.61,33,33,1
1711,-4,-7.426,104.25,245.9,2.518,0.4116,34,34,1
1712,0,-1.755,92.1,230.1,1.841,0.3525,35,35,1
1713,-5,-19.45,92.6,226.4,2.148,0.2766,36,36,1
1714,-5,-15.055,93.6,256.2,0.6167,0.3901,37,37,1
1715,-5,-26.77,108,226.4,1.174,0.3762,38,38,1
1716,-3,0,102,214.8,-2.48,0.564,39,39,1
1717,-5,0,124.9,204.8,-0.03093,0.3452,40,40,1
1718,-3,0.4646,99.75,267.8,-1.907,0.3936,41,41,1
1719,-4,-22.33,121.7,171.9,2.434,0.1233,42,42,1
1720,-3,-7.4,87.8,242.2,1.185,0.4663,43,43,1
1721,-5,-12.79,77.25,251.5,2.135,0.462,44,44,1
1722,-4,0.2822,114.94,206.9,2.094,0.415,45,45,1
1723,-5,-12.15,107.56,172.2,1.149,0.401,46,46,1
1724,-5,-16.38,76,202.6,2.139,0.2715,47,47,1
1725,4,6.035,102.2,253.8,2.365,0.3374,48,48,1
1726,-5,-22.56,100.1,221.1,1.347,0.08826,49,49,1
1727,-5,-13.74,83,203,2.16,0.1852,50,50,1
1728,-5,-26.11,125.7,175.6,1.821,0.03204,51,51,1
1729,-3,-12.84,102.56,177.5,1.566,0.2917,52,52,1
1730,-5,-26,116.4,233.4,1.041,0.1887,53,53,1
1731,-5,7.336,105.3,239.2,2.402,0.645,54,54,1
1732,-1,-20.66,116.56,137.9,2.24,0.2542,55,55,1
1733,-4,-51.34,95.3,277.8,0.2474,0.318,56,56,1
1734,-4,-6.195,114.4,160.6,-0.902,0.4207,57,57,1
1735,3,-25.8,116.06,255.6,0.9287,0.3005,58,58,1
1736,4,-19.55,92.44,177.4,2.15,0.1798,59,59,1
1737,-5,-18.53,91.94,216,2.043,0.1442,60,60,1
1738,-3,-6.477,128.8,235.5,1.681,0.5107,61,61,1
1739,-2,-21.45,88.56,138.9,2.35,0.1549,62,62,1
1740,-1,-19.34,93.3,246.4,1.446,0.209,63,63,1
1741,-4,-21.86,91,193.9,2.402,0.1334,64,64,1
1742,-4,-11.22,90.1,149.5,1.197,0.3457,65,65,1
1743,-2,-38.9,98.94,269.5,0.2922,0.335,66,66,1
1744,-5,-26.98,79.2,139.4,1.954,0.1061,67,67,1
1745,-4,0.4265,118.8,270.5,-2.078,0.6377,68,68,1
1746,-5,-16.27,112,214.6,2.613,0.26,69,69,1
1747,2,-17.48,92.1,194.9,1.954,0.2642,13,13,1
1748,-5,-9.57,129.8,251.6,0.9272,0.2467,17,17,1
1749,-4,-14.88,85.5,317.8,2.527,0.04327,18,18,1
1750,5,-13.08,101.25,204.2,2.781,0.0549,19,19,1
1751,-2,-16.2,126.1,227.1,1.965,0.1533,20,20,1
1752,-5,-18.28,83.8,235.6,1.8,0.2405,21,21,1
1753,5,-15.21,99.2,244.6,1.561,0.2544,22,22,1
1754,-5,-14.94,105.2,178.6,1.939,0.1909,23,23,1
1755,5,-12.35,109.94,144.1,1.733,0.2203,24,24,1
1756,-5,0.601,103.2,249.6,-1.467,0.6387,25,25,1
1757,5,-14.08,109.9,183.6,1.798,0.2395,26,26,1
1758,-5,-17.97,98.44,245.6,2.104,0.258,27,27,1
1759,-5,-21.38,81.3,250.5,2.459,0.1597,28,28,1
1760,-3,-36.53,93.1,227.6,0.577,0.3,29,29,1
1761,-3,-14.945,95.9,206.8,2.19,0.5063,30,30,1
1762,-5,3.062,100.06,221.8,1.246,0.4717,31,31,1
1763,0,-20.56,85.3,270.2,0.9634,0.552,32,32,1
1764,-1,3.953,101.06,210.2,1.262,0.5117,33,33,1
1765,-5,-14.04,107.75,238,0.06122,0.358,34,34,1
1766,-5,-1.031,99.4,226.6,1.995,0.3696,35,35,1
1767,-5,-10.76,99.25,220.1,2.35,0.4148,36,36,1
1768,-4,-19.25,102.3,252.1,0.3298,0.3909,37,37,1
1769,-5,-34.3,108.44,225.6,0.646,0.3616,38,38,1
1770,1,1.245,128.6,215.6,-0.948,0.3179,40,40,1
1771,2,0.4607,98.1,273.5,-1.913,0.3972,41,41,1
1772,-5,-22.28,92.8,200.2,2.402,0.1329,42,42,1
1773,5,-4.457,79,205.5,1.19,0.3384,43,43,1
1774,5,-0.7573,124.06,212.8,2.365,0.3933,44,44,1
1775,-3,-20.02,119.7,222.1,1.508,0.398,45,45,1
1776,-4,-17.23,90.3,218.1,2.443,0.2827,46,46,1
1777,-5,0,80.94,201.1,-0.03093,0.2996,47,47,1
1778,3,0,93.2,254.2,2.107,0.2817,48,48,1
1779,-3,-22.3,109.7,170.5,1.312,0.0714,49,49,1
1780,-4,-16.14,88.7,202.1,2.053,0.2017,50,50,1
1781,-4,-25.19,99.1,236.4,2,0.05032,51,51,1
1782,1,-16.55,109.25,186.1,1.692,0.2842,52,52,1
1783,-2,-31.56,118.3,225,0.707,0.1731,53,53,1
1784,2,7.86,118.2,254,2.416,0.529,54,54,1
1785,-4,-13.09,101.7,204.6,2.293,0.3838,55,55,1
1786,-5,-22.03,100,290.2,2.47,0.2151,56,56,1
1787,-3,-2.775,112.7,163.9,2.021,0.3887,57,57,1
1788,-2,-26.25,114.44,262,1.902,0.293,58,58,1
1789,-5,-16.89,107.3,175.4,2.445,0.1509,59,59,1
1790,-2,-17.25,83.4,156.4,2.332,0.1213,60,60,1
1791,2,11.31,132.5,227.1,0.7734,0.5005,61,61,1
1792,5,-22.55,95.6,147.5,2.367,0.09424,62,62,1
1793,1,-20.47,96.56,239,1.427,0.1624,63,63,1
1794,-5,-21.4,89.3,257.5,1.923,0.2795,64,64,1
1795,-5,-7.4,90.8,167.1,1.185,0.2957,65,65,1
1796,-5,-73.5,105.06,291,0.2205,0.2324,66,66,1
1797,-5,-24.27,83.06,169.8,1.924,0.1355,67,67,1
1798,0,0.769,121.56,274.2,2.305,0.667,68,68,1
1799,4,-15.39,102.44,226.9,2.463,0.1667,69,69,1
1800,-3,-24.17,93.9,185.6,1.6,0.2349,13,13,1
1801,0,-10.97,127.1,256.5,1.176,0.2223,17,17,1
1802,-3,-16.3,84.8,282.8,2.494,0.05533,18,18,1
1803,-2,-9.41,69.25,248.1,3.055,0.05695,19,19,1
1804,-5,-21.34,119.1,204.8,1.849,0.1993,20,20,1
1805,-5,-23.08,87.56,236.6,2.348,0.2217,21,21,1
1806,-5,-17.4,95.44,246,1.611,0.293,22,22,1
1807,-5,-13.664,120.6,171.5,2.016,0.2072,23,23,1
1808,-5,-13.01,102.3,128.2,2.021,0.2461,24,24,1
1809,-3,0.914,126.06,231.2,-0.964,0.635,25,25,1
1810,-4,-5.46,105.1,181.2,1.342,0.251,26,26,1
1811,-3,-20.8,89.2,259.5,2.164,0.2622,27,27,1
1812,-5,-23.55,81,249.2,2.271,0.1437,28,28,1
1813,-5,-10.15,96.6,220.2,2.373,0.3047,29,29,1
1814,-5,-84.8,82.8,208.5,0.05182,0.4875,30,30,1
1815,-5,-11.78,88.9,215.5,2.041,0.4377,31,31,1
1816,-4,-5.855,96.2,271.8,1.238,0.3738,32,32,1
1817,0,-3.31,94.06,217.9,2.482,0.5566,33,33,1
1818,-5,1.961,105.75,241.4,2.098,0.475,34,34,1
1819,5,-26.56,104.8,217.5,-0.01031,0.4114,35,35,1
1820,-5,-13.07,109.5,223.9,2.076,0.2622,36,36,1
1821,4,-9.66,99.3,255,1.484,0.3245,37,37,1
1822,-3,-16.2,91.8,253.2,2.107,0.4043,38,38,1
1823,2,0.3752,106.56,255.2,-2.35,0.534,39,39,1
1824,-4,1.488,120.56,208.4,-0.794,0.3542,40,40,1
1825,-5,-12.84,104.06,267.2,2.498,0.432,41,41,1
1826,-4,-25.22,108.94,180.1,2.123,0.1399,42,42,1
1827,0,-28.19,96.44,206.6,1.282,0.4697,43,43,1
1828,-5,-9.66,116.4,225.9,2.21,0.4065,44,44,1
1829,-1,4.22,121.9,228.8,1.887,0.383,45,45,1
1830,-3,-16.38,103.56,180.4,1.729,0.2615,46,46,1
1831,-5,-17.45,93.94,191,2.28,0.1919,47,47,1
1832,5,9.97,96.4,244,0.8506,0.356,48,48,1
1833,-3,-27.22,110.8,238.1,1.401,0.08234,49,49,1
1834,-5,-13.14,92.94,205,1.626,0.1982,50,50,1
1835,3,-25.92,131.9,176.6,1.789,0.05142,51,51,1
1836,-5,-14.53,101.1,186,1.661,0.2756,52,52,1
1837,-5,-16.61,116.94,204.9,1.728,0.2328,53,53,1
1838,2,2.4,114.8,298.5,2.484,0.434,54,54,1
1839,-4,-26.56,103.3,214,-0.010254,0.4578,55,55,1
1840,1,-3.066,94.5,273,0.287,0.2998,56,56,1
1841,5,-45,118.2,164.9,-0.01031,0.3403,57,57,1
1842,-5,-20.36,98.56,261.5,1.59,0.2382,58,58,1
1843,-4,-21.92,105.5,195.5,1.975,0.2012,59,59,1
1844,-5,-18.06,93.1,207.9,2.18,0.1699,60,60,1
1845,0,4.086,135.4,228.2,0.7256,0.5156,61,61,1
1846,3,-22.44,92.94,132.9,2.422,0.0775,62,62,1
1847,-3,-3.766,104.56,240.2,2.379,0.1433,63,63,1
1848,2,-28.02,110.3,223.8,1.264,0.2242,64,64,1
1849,-4,-16.2,97.5,137,1.764,0.3037,65,65,1
1850,2,-36.5,107.9,245.8,1.273,0.158,66,66,1
1851,-1,-29.1,78.3,168.5,1.77,0.1321,67,67,1
1852,-2,0.5874,125.06,270.2,-2.031,0.657,68,68,1
1853,-1,-15.33,99.56,227.6,2.533,0.1796,69,69,1
1854,-2,-23.75,91.3,185.1,1.704,0.2024,13,13,1
1855,-2,-13.3,123.06,260,1.14,0.2515,17,17,1
1856,-3,-15.05,84.94,286.8,2.506,0.04172,18,18,1
1857,0,-10.51,94.56,232.5,2.512,0.08685,19,19,1
1858,-4,-12.7,120.75,245.5,2.453,0.1726,20,20,1
1859,-5,-22.53,89.44,241.9,2.227,0.2734,21,21,1
1860,3,-13.89,90.1,269.5,2.414,0.2484,22,22,1
1861,-5,-19.94,102.56,171.6,1.7295,0.1891,23,23,1
1862,-3,-12.586,104.44,140.8,2.158,0.1685,24,24,1
1863,-5,-87.56,105.9,237.6,0.0359,0.6426,25,25,1
1864,-2,-11.31,94.25,198.8,0.02563,0.3525,26,26,1
1865,-5,-20.11,90.25,249.5,1.732,0.2869,27,27,1
1866,-5,-23.3,90.1,226.9,2.178,0.1348,28,28,1
1867,-4,-17.53,105.5,213.8,2.158,0.2834,29,29,1
1868,-1,1.909,73.2,191.6,-0.4639,0.4644,30,30,1
1869,-4,-5.355,102.1,236.5,0.9844,0.508,31,31,1
1870,0,-4.582,81.2,260.8,1.72,0.496,32,32,1
1871,-4,-4.93,106.56,226,1.308,0.4763,33,33,1
1872,-5,-17.64,105.3,245.2,1.766,0.442,34,34,1
1873,0,-6.98,94,224,2.01,0.4138,35,35,1
1874,-5,-13.1,111.2,221.1,2.533,0.3125,36,36,1
1875,-2,-2.525,110.8,264.2,1.085,0.443,37,37,1
1876,-3,-23.2,101.7,239.4,0.2142,0.3948,38,38,1
1877,0,0.3508,108.1,253,-2.5,0.506,39,39,1
1878,-1,0,107.5,221.1,-0.04102,0.359,40,40,1
1879,-3,0,99.06,268.2,1.118,0.4458,41,41,1
1880,-4,-22.03,95.3,189,2.47,0.1259,42,42,1
1881,-2,-8.93,89.7,230.9,2.416,0.4944,43,43,1
1882,3,-10.305,109.9,216.9,2.28,0.457,44,44,1
1883,-5,-25.53,112.25,222.1,1.263,0.3823,45,45,1
1884,-3,-17.23,91.06,226.2,2.297,0.2374,46,46,1
1885,-4,-22.12,86.3,206.2,0.634,0.2795,47,47,1
1886,-1,3.148,104.56,250.6,2.072,0.2898,48,48,1
1887,-1,-19.36,101.06,200.6,1.605,0.1146,49,49,1
1888,-5,-19.9,81.3,208.4,2.492,0.1442,50,50,1
1889,3,-21.33,95.25,242.4,2.299,0.02365,51,51,1
1890,-5,-20.5,96.25,190.4,1.556,0.252,52,52,1
1891,2,-27.47,112.56,202.2,1.154,0.1702,53,53,1
1892,-3,1.193,121.44,237.6,-0.742,0.6074,54,54,1
1893,-4,-15.07,131.9,172.6,2.482,0.2615,55,55,1
1894,-2,-34.56,100.75,284,0.5435,0.2412,56,56,1
1895,-5,-4.4,112.2,172.6,-1.943,0.4136,57,57,1
1896,-5,-12.71,93.25,256,1.887,0.2605,58,58,1
1897,-5,-16.02,99.3,183.8,2.467,0.1672,59,59,1
1898,-3,-16.22,73.5,169.1,2.525,0.2394,60,60,1
1899,0,5.08,133.9,231.2,0.6997,0.512,61,61,1
1900,-4,-22.1,93.3,134.4,2.217,0.10583,62,62,1
1901,-4,-21.2,104.7,252.9,1.282,0.1542,63,63,1
1902,-4,-22.78,84.8,216.1,2.148,0.1803,64,64,1
1903,-4,-16.72,110.06,128.9,1.708,0.253,65,65,1
1904,-5,1.055,105.1,241.1,-0.836,0.3586,66,66,1
1905,-4,-29.44,88.4,124.1,1.754,0.11664,67,67,1
1906,-4,0.4487,120.25,270.2,-1.964,0.5967,68,68,1
1907,-5,-16.06,86.9,242.6,2.6,0.1114,69,69,1
1908,5,-20.42,86.6,191.1,1.878,0.2507,13,13,1
1909,5,-7.887,125.1,269.2,0.86,0.2615,17,17,1
1910,-4,-16.84,91.1,243.4,2.404,0.09186,18,18,1
1911,2,-13.21,87.3,261,2.52,0.04373,19,19,1
1912,-3,-17.89,118,232,2.072,0.1538,20,20,1
1913,-5,-21.73,100.56,221.1,2.508,0.2573,21,21,1
1914,3,-16.12,93.56,222.8,2.36,0.2634,22,22,1
1915,-3,-16,114.56,173.2,1.849,0.1536,23,23,1
1916,-5,-9.086,114.3,123.44,2.148,0.1492,24,24,1
1917,-1,1.131,120.94,233.2,-0.7793,0.573,25,25,1
1918,-5,-6.086,102.6,170.8,1.424,0.2467,26,26,1
1919,-2,-16.16,96,269.8,1.292,0.2942,27,27,1
1920,-4,-17.3,96.94,250.8,1.949,0.1968,28,28,1
1921,0,-15.18,99,233.4,1.766,0.3313,29,29,1
1922,-4,-25.86,111.6,179.6,0.1793,0.3965,30,30,1
1923,-4,-23.67,100.5,214.8,0.959,0.4155,31,31,1
1924,3,0.1774,94.8,253.6,1.709,0.3826,32,32,1
1925,-3,-0.939,106.5,220.2,0.3127,0.5386,33,33,1
1926,-5,-8.875,101.3,239.6,1.536,0.402,34,34,1
1927,0,-0.574,101.5,228.9,2.047,0.4055,35,35,1
1928,-4,-9.68,111.2,235.5,2.45,0.424,36,36,1
1929,-2,-9.38,110.3,260,0.6206,0.4521,37,37,1
1930,-3,-34.75,97,258.5,0.3179,0.4026,38,38,1
1931,2,0.3516,103.06,239.9,-2.508,0.56,39,39,1
1932,-5,6.34,113.7,222.4,-0.04614,0.3892,40,40,1
1933,-1,-11.266,98.25,275.5,1.346,0.4382,41,41,1
1934,-3,-24.17,104.5,190.5,2.229,0.122,42,42,1
1935,-3,-22.92,107.8,173.6,0.9067,0.3005,43,43,1
1936,5,3.555,126.75,197,2.49,0.401,44,44,1
1937,0,-17.61,106.8,219,1.292,0.4055,45,45,1
1938,-5,-13.64,108.94,220,1.923,0.3271,46,46,1
1939,-3,0,93.2,217.5,-0.02051,0.3206,47,47,1
1940,0,-21.06,95.06,251.6,0.6924,0.335,48,48,1
1941,-4,-21.1,107.2,187,1.653,0.1432,49,49,1
1942,-5,-19.55,90.8,212.9,2.217,0.1873,50,50,1
1943,-5,-27.33,90,252.1,1.711,0.0588,51,51,1
1944,-1,-19.75,101,196.2,1.393,0.281,52,52,1
1945,-4,-32.75,118.5,219.6,0.515,0.2001,53,53,1
1946,5,1.21,128.9,239,-0.728,0.502,54,54,1
1947,-5,-19.8,107.4,189.8,2.348,0.3806,55,55,1
1948,-3,-22.22,106.25,257.2,2.422,0.2812,56,56,1
1949,-5,2.898,109.94,160.5,-0.4072,0.437,57,57,1
1950,-5,-18.25,104.4,246.6,1.415,0.3157,58,58,1
1951,-5,-18.98,101.75,197,1.8545,0.1638,59,59,1
1952,5,-17.28,103.06,206.6,2.564,0.3215,60,60,1
1953,0,-71.25,133.2,229.4,0.0881,0.532,61,61,1
1954,0,-22.73,105.25,129.6,2.387,0.0805,62,62,1
1955,4,-20.97,94.4,249.9,1.449,0.1624,63,63,1
1956,-4,-42.3,96.56,243.4,0.651,0.2717,64,64,1
1957,-3,-18.73,101.25,149.8,2.088,0.2301,65,65,1
1958,-5,0.4102,93.9,270.5,-2.148,0.2449,66,66,1
1959,-3,-19.58,85.94,219.1,2.102,0.2177,67,67,1
1960,-2,10.57,116,271.5,2.527,0.654,68,68,1
1961,-5,-17.22,93.25,236.9,2.734,0.11017,69,69,1
1962,-5,-20.11,90.25,180,1.505,0.2443,13,13,1
1963,5,-12.66,130,262.2,1.2295,0.275,17,17,1
1964,4,-21.31,91.1,295.8,2.51,0.057,18,18,1
1965,-1,-11.78,74.1,260,3.455,0.03293,19,19,1
1966,-5,-21.83,122.7,224.8,1.702,0.1761,20,20,1
1967,-4,-21.44,78.3,240.1,2.482,0.2236,21,21,1
1968,-5,-14.734,90.2,246.9,2.477,0.1841,22,22,1
1969,-5,-16.6,108.06,165.4,1.928,0.1952,23,23,1
1970,5,-11.01,109.3,125.1,2.057,0.1888,24,24,1
1971,-4,0.612,106.8,244.9,-1.448,0.6743,25,25,1
1972,-5,-8.305,111.25,171.4,1.479,0.2285,26,26,1
1973,-5,-23.17,100.44,232.1,1.8955,0.3591,27,27,1
1974,-5,-18.69,97.3,257,2.459,0.228,28,28,1
1975,-3,-37.72,91.8,233.8,0.4353,0.2769,29,29,1
1976,-5,0.558,112.3,178.4,-1.571,0.428,30,30,1
1977,-5,-6.414,94.75,214.1,0.8667,0.4434,31,31,1
1978,-3,-5.605,99.3,276.2,2.547,0.451,32,32,1
1979,2,-9.164,104.2,214.9,1.749,0.5107,33,33,1
1980,-5,-7.176,96.9,237.5,2.158,0.333,34,34,1
1981,0,14.88,112.6,218.2,2.135,0.4082,35,35,1
1982,-5,-18.1,104.6,222.2,2.041,0.3135,36,36,1
1983,-4,2.166,110.9,261.2,2.18,0.404,37,37,1
1984,-1,0.4841,97.56,247.2,-1.82,0.4373,38,38,1
1985,4,0.35,113.5,229,-2.518,0.5273,39,39,1
1986,1,1.051,131.5,223.9,-1.124,0.457,40,40,1
1987,-4,0.471,97.9,269.8,-1.872,0.4922,41,41,1
1988,-3,-22.45,92.06,200.8,2.406,0.0988,42,42,1
1989,-5,-27.17,94.2,237.2,1.167,0.4712,43,43,1
1990,5,-7.832,90.25,212.9,2.223,0.3577,44,44,1
1991,-4,-17.53,105.7,216.5,1.072,0.4058,45,45,1
1992,-4,-12.47,107,161.5,2.18,0.3115,46,46,1
1993,-5,-20.08,79.94,225.6,1.876,0.2485,47,47,1
1994,5,-5.895,102.3,252.4,0.953,0.3315,48,48,1
1995,1,-24.8,104.4,184.8,1.612,0.1271,49,49,1
1996,-4,-21.42,89.25,192.6,2.2,0.1472,50,50,1
1997,-2,-24.97,98.25,207.4,2.146,0.0646,51,51,1
1998,-4,-21.14,101.4,211.8,1.697,0.31,52,52,1
1999,-5,-27.6,113,207.1,0.795,0.1985,53,53,1
2000,-2,-5.35,114.06,251.9,1.706,0.575,54,54,1
2001,-5,-13.37,108.56,204.4,2.348,0.341,55,55,1
2002,-5,-23.34,97.94,260.5,2.316,0.2104,56,56,1
2003,-5,3.434,109.3,161.9,-0.2563,0.4397,57,57,1
2004,2,-33.12,97.9,257.2,0.837,0.2695,58,58,1
2005,-5,-23.47,92.2,172.2,1.903,0.1395,59,59,1
2006,-4,-16.2,66.1,177,2.477,0.0856,60,60,1
2007,0,-6.453,132.5,235.8,1.467,0.5327,61,61,1
2008,5,-21.78,119.8,90.6,2.504,0.0446,62,62,1
2009,-5,-23.97,97.9,257.5,1.246,0.1515,63,63,1
2010,5,-17.11,93.1,211.9,2.2,0.2115,64,64,1
2011,-2,-13.195,90.5,185.9,1.159,0.345,65,65,1
2012,-5,-71.7,125.3,281.5,0.197,0.2496,66,66,1
2013,-4,-36.25,81.7,235.4,1.186,0.166,67,67,1
2014,-5,0.435,126.06,279,-2.035,0.5933,68,68,1
2015,-5,-24.12,96.25,243.6,0.9844,0.1943,69,69,1
2016,-5,-18.38,95.9,173.9,1.651,0.2294,13,13,1
2017,2,-5.723,125.7,262.2,2.533,0.252,17,17,1
2018,-4,-14.89,88.4,310,2.494,0.04358,18,18,1
2019,5,-6.895,81.44,230.4,3.209,0.05063,19,19,1
2020,1,-16.3,124.94,215.2,2.299,0.154,20,20,1
2021,-3,-20.94,72.8,267.2,2.506,0.2336,21,21,1
2022,-3,-16.36,84.75,235.9,2.373,0.1791,22,22,1
2023,-3,-20.89,95.75,184.5,1.813,0.1517,23,23,1
2024,-5,-13.97,107.56,125.7,1.052,0.222,24,24,1
2025,-2,-15.08,125.9,252,1.79,0.687,25,25,1
2026,2,-21.8,98.9,179.6,0.05292,0.3423,26,26,1
2027,-4,-7.637,102,252.5,1.332,0.311,27,27,1
2028,-3,-22.55,99.6,250.9,2.383,0.12463,28,28,1
2029,-1,-10.81,92.3,217.4,2.05,0.3179,29,29,1
2030,-3,-13.3,100.2,151,0.8594,0.4556,30,30,1
2031,-5,-17.8,82.56,259.5,2.492,0.3467,31,31,1
2032,2,-1.222,102,273.8,2.176,0.4229,32,32,1
2033,-1,-34.38,106.9,216.1,0.2922,0.589,33,33,1
2034,-5,-6.426,98.6,245.6,1.503,0.3997,34,34,1
2035,-3,-14.92,88.44,220.1,1.964,0.253,35,35,1
2036,-5,-23.73,90.06,222.1,1.984,0.2944,36,36,1
2037,-5,-20.64,99.5,246.2,0.7485,0.4062,37,37,1
2038,-1,-29.7,97.7,258.5,0.6924,0.4377,38,38,1
2039,5,0.3523,101.7,207.6,-2.502,0.528,39,39,1
2040,-4,0.999,120.7,210.9,-0.8867,0.4192,40,40,1
2041,-1,0.6294,102.7,261.2,-1.876,0.435,41,41,1
2042,-2,-22.3,94.4,203.2,2.426,0.093,42,42,1
2043,-3,-10.8,105.2,185.4,2.527,0.3318,43,43,1
2044,4,7.02,91.8,230.8,2.104,0.4377,44,44,1
2045,-1,-25.36,117.75,223.2,1.294,0.3503,45,45,1
2046,-5,-12.086,112.44,202.9,2.217,0.3013,46,46,1
2047,-5,-19.7,82.56,189.4,2.334,0.2532,47,47,1
2048,-5,3.803,88.3,254.1,1.87,0.3096,48,48,1
2049,-2,-18.84,103.5,247.5,1.495,0.1228,49,49,1
2050,5,-22.28,83.8,200.5,2.365,0.1509,50,50,1
2051,-4,-25.47,85,247.6,2.088,0.0493,51,51,1
2052,-5,-6.746,108.5,188.8,2.422,0.2634,52,52,1
2053,0,11.9,123.56,265.8,2.227,0.552,54,54,1
2054,-2,-18,100.75,190.9,2.416,0.387,55,55,1
2055,-3,-21.27,95.25,273.8,2.465,0.241,56,56,1
2056,-5,-3.951,115,170.9,-1.866,0.3992,57,57,1
2057,-3,-21.03,101.7,265.8,1.062,0.25,58,58,1
2058,5,-18.78,105.44,200.6,1.989,0.1755,59,59,1
2059,-5,-18.28,83.56,188.8,2.193,0.2063,60,60,1
2060,-1,4.457,132.9,223.1,1.588,0.5425,61,61,1
2061,-4,-20.45,126.94,105.2,2.588,0.03763,62,62,1
2062,2,-21.8,89.7,235.5,1.54,0.1725,63,63,1
2063,-5,-16.6,84.8,215.1,2.322,0.183,64,64,1
2064,-2,-24.4,90.9,153.6,1.333,0.2969,65,65,1
2065,0,-48.72,99.06,268,0.7026,0.2615,66,66,1
2066,-1,-28.61,100.06,172.5,1.714,0.1594,67,67,1
2067,-2,0.435,115.2,270.2,-2.047,0.6206,68,68,1
2068,-5,-31.22,102.6,223,1.109,0.2241,69,69,1
2069,-3,-4.598,104.7,198,1.913,0.2788,13,13,1
2070,-5,-6.96,115.7,257.8,2.271,0.261,17,17,1
2071,4,-16.17,79.5,300,2.516,0.03943,18,18,1
2072,-5,-9.97,80.6,252.1,3.516,0.03754,19,19,1
2073,-1,-21.44,122.06,227.8,1.688,0.1735,20,20,1
2074,-4,-21.3,86.3,236.8,2.514,0.276,21,21,1
2075,-2,-14.19,91.8,265.8,2.23,0.2155,22,22,1
2076,-5,-15.36,106.5,163.6,1.939,0.1973,23,23,1
2077,-5,-13,115.5,157,2.42,0.2078,24,24,1
2078,-4,0,113.44,243.5,-0.02061,0.704,25,25,1
2079,-5,-21.8,88.3,203.8,0.05103,0.2673,26,26,1
2080,-5,-19.19,93.8,278.8,2.438,0.2668,27,27,1
2081,-5,-17.11,89.5,298,2.281,0.2001,28,28,1
2082,0,-7.87,92.5,233.5,2.076,0.2993,29,29,1
2083,-1,-35.5,107.9,208.1,0.5537,0.6074,30,30,1
2084,-5,-1.567,106.25,214.8,2.062,0.5093,31,31,1
2085,4,-9.69,89.8,270,0.2113,0.4553,32,32,1
2086,3,-26.56,96.5,217.4,0.8203,0.598,33,33,1
2087,-5,-51.9,103.5,255.2,0.1487,0.3486,34,34,1
2088,0,89.44,116.5,235.8,-0.005127,0.4453,35,35,1
2089,-5,-17.86,89.9,245.4,2.309,0.3074,36,36,1
2090,-5,-6.9,120.3,251.9,0.826,0.385,37,37,1
2091,-5,-42.22,93.2,229.6,0.2712,0.3882,38,38,1
2092,-5,0.3523,109.56,210.2,-2.49,0.4888,39,39,1
2093,-5,0,113.75,206.6,-0.0204,0.3484,40,40,1
2094,-2,0.4749,97.2,265,-1.856,0.3962,41,41,1
2095,-2,-22.5,105.6,167.5,1.837,0.08484,42,42,1
2096,-4,-25.61,125.56,171.8,1.026,0.3098,43,43,1
2097,4,0,124.2,204.6,-0.02577,0.4006,44,44,1
2098,-5,4.992,120.06,227.1,-0.5283,0.3662,45,45,1
2099,-3,-12.77,106.75,193.4,1.933,0.345,46,46,1
2100,-1,-9.88,112.8,191,1.236,0.287,47,47,1
2101,-4,-3.879,95.25,246,0.9126,0.2654,48,48,1
2102,-4,-17.75,105.3,252,1.41,0.0662,49,49,1
2103,3,-18.33,89.6,207.8,2.396,0.1473,50,50,1
2104,-5,-25.86,88.75,253.6,1.907,0.05966,51,51,1
2105,-5,-23.16,103.2,207,0.9185,0.2389,52,52,1
2106,-5,-42.12,116.8,213.4,0.643,0.1909,53,53,1
2107,4,5.387,115,243.6,1.531,0.6284,54,54,1
2108,-2,-25.28,116.6,173.5,2.033,0.3467,55,55,1
2109,-2,-20.67,102.25,277,2.527,0.3174,56,56,1
2110,-5,6.95,111.44,169.6,-1.86,0.391,57,57,1
2111,-1,-29.64,110.5,263.2,0.852,0.2712,58,58,1
2112,-2,-18.6,94.75,167.2,2.3,0.12115,59,59,1
2113,-3,-9.08,76.5,206.5,3.592,0.05298,60,60,1
2114,-2,3.621,136.4,230.8,1.638,0.5327,61,61,1
2115,0,-22.27,116.44,129.5,2.428,0.08966,62,62,1
2116,0,-19.55,94.56,249.4,1.465,0.1489,63,63,1
2117,-3,-36.5,93.94,240,0.887,0.2372,64,64,1
2118,-3,-11.74,86.25,154.2,1.579,0.2908,65,65,1
2119,-4,0.6094,95.2,284,1.424,0.3008,66,66,1
2120,-5,-29.62,99.8,193.2,1.651,0.1511,67,67,1
2121,-3,0.566,126.9,263.2,-2.088,0.6978,68,68,1
2122,-3,-16.31,93.4,245.2,2.55,0.0861,69,69,1
2123,-5,-16.42,96.4,197.6,2.262,0.2184,13,13,1
