,Skew Angle,Slope Angle,Center of Mass x,Center of Mass y,Aspect Ratio,Entropy,Genuine,ID
774,-4,-21.39,97.94,277.2,2.395,0.2744,1,56
806,-4,-20.33,98.7,209.8,1.011,0.277,0,56
850,-2,-22.2,114.8,261.5,0.6377,0.2893,0,56
988,-1,-21.44,95.06,281,2.547,0.2037,1,56
1020,-3,-19.6,88.4,213,2.035,0.2195,0,56
1064,-2,-7.746,116.7,252.2,1.289,0.278,0,56
1202,-4,-21.73,103.7,283.8,2.508,0.2433,1,56
1256,5,-22.28,102.56,263.5,2.291,0.2686,1,56
1310,-5,-21.45,89.9,306.5,2.45,0.1989,1,56
1364,-4,-21.92,91.75,294.2,2.484,0.2406,1,56
1418,-3,-22.3,97.6,269.8,2.338,0.258,1,56
1472,0,-16.28,90.25,272.2,0.706,0.3213,1,56
1526,-4,-22.89,104.8,269.2,1.268,0.2451,1,56
1580,5,-29.2,106.25,246.9,0.6514,0.2725,1,56
1634,2,-39.44,105.56,270.5,0.403,0.2961,1,56
1688,-1,-21.02,95.5,285.8,2.482,0.3145,1,56
1742,-4,-51.34,95.3,277.8,0.2474,0.318,1,56
1796,-5,-22.03,100,290.2,2.47,0.2151,1,56
1850,1,-3.066,94.5,273,0.287,0.2998,1,56
1904,-2,-34.56,100.75,284,0.5435,0.2412,1,56
1958,-3,-22.22,106.25,257.2,2.422,0.2812,1,56
2012,-5,-23.34,97.94,260.5,2.316,0.2104,1,56
2065,-3,-21.27,95.25,273.8,2.465,0.241,1,56
2119,-2,-20.67,102.25,277,2.527,0.3174,1,56
2173,-5,-21.4,89.5,287.2,2.54,0.3345,1,56
2226,-5,-22.44,97.8,263,2.371,0.2678,1,56
2280,2,-16.78,100.9,273,2.518,0.3306,1,56
432,-3,-22.3,88,202.4,0.8257,0.3936,0,57
505,1,1.578,110.44,180.4,1.881,0.261,0,57
509,-4,-6.668,80.6,201.2,1.984,0.2922,0,57
562,0,14.39,119.25,163.6,2.564,0.3337,1,57
646,-2,-2.63,94,181.6,-1.459,0.3784,0,57
718,-5,-1.14,107.6,178.8,1.036,0.32,0,57
722,5,0.382,96.06,181,-0.7773,0.368,0,57
775,-2,0,105.2,172.8,-0.02083,0.3489,1,57
859,-5,2.887,94.7,136.6,-1.831,0.3455,0,57
932,-1,-2.178,107.3,209.2,1.772,0.2666,0,57
936,-5,-2.219,103.5,187.9,-1.464,0.3909,0,57
989,-1,-0.9688,117.9,175.9,2.135,0.3792,1,57
1073,-5,1.701,93.7,174.5,-0.5205,0.3418,0,57
1146,0,18.02,124.9,196.1,-1.062,0.3523,0,57
1150,-1,-2.46,101.7,183.1,-1.827,0.3293,0,57
1203,-3,0,104.9,157.6,-0.359,0.396,1,57
1257,-5,-5.71,110.44,174,-1.614,0.389,1,57
1311,-5,4.44,102.1,166.9,-0.5337,0.3818,1,57
1365,-5,2.604,106.06,163.8,-0.34,0.363,1,57
1419,-5,-1.494,107,155.2,-1.778,0.404,1,57
1473,-5,3.123,113.06,174.6,-0.282,0.387,1,57
1527,2,-3.459,115.5,168.9,1.866,0.3862,1,57
1581,-4,-6.547,91.7,171.5,-1.906,0.399,1,57
1635,5,3.521,114.3,167.5,-0.335,0.4067,1,57
1689,-3,5.527,114.9,170.6,-0.1589,0.4011,1,57
1743,-4,-6.195,114.4,160.6,-0.902,0.4207,1,57
1797,-3,-2.775,112.7,163.9,2.021,0.3887,1,57
1851,5,-45,118.2,164.9,-0.01031,0.3403,1,57
1905,-5,-4.4,112.2,172.6,-1.943,0.4136,1,57
1959,-5,2.898,109.94,160.5,-0.4072,0.437,1,57
2013,-5,3.434,109.3,161.9,-0.2563,0.4397,1,57
2066,-5,-3.951,115,170.9,-1.866,0.3992,1,57
2120,-5,6.95,111.44,169.6,-1.86,0.391,1,57
2174,-4,-9.11,94.25,175.8,-1.768,0.4136,1,57
2227,-4,-4.11,109.1,166.1,-1.856,0.4192,1,57
2281,-4,10.01,111.4,162.4,-0.6104,0.394,1,57
396,5,-24.55,112.5,269.8,1.595,0.2266,0,58
400,0,-12.41,125.75,250,1.01,0.1315,0,58
461,-5,-26.5,106.2,257.2,1.943,0.1984,0,58
469,-5,-23.27,103.4,294.5,1.69,0.163,0,58
563,-4,-26.92,104.1,263,1.3125,0.2625,1,58
610,-2,-17.97,117.75,272,1.874,0.2245,0,58
614,-2,-22.23,109.1,195.9,1.174,0.1018,0,58
675,-1,-14.77,98.9,255.8,2.158,0.1978,0,58
683,-5,-29.95,112.2,295.8,1.586,0.1891,0,58
776,-5,-23.6,91.44,251.8,1.257,0.2637,1,58
823,-3,-40.62,110.75,247.5,0.8306,0.314,0,58
827,-5,-24.34,113.5,224.2,1.077,0.2264,0,58
888,-5,-22.45,103.44,247,2.309,0.267,0,58
896,0,-28.83,99.6,282.2,1.789,0.1416,0,58
990,-5,-28.73,120.56,255.5,1.005,0.3047,1,58
1037,-3,-34.12,116.75,258.5,0.894,0.27,0,58
1041,1,-23.94,115.2,227.8,1.098,0.1455,0,58
1102,-3,-24.05,105.1,250,2.207,0.1604,0,58
1110,-5,-20.36,104.8,292.2,1.819,0.1925,0,58
1204,-3,-24.9,103.2,243.6,1.349,0.2766,1,58
1258,-5,-16.23,111.75,255.2,1.866,0.2993,1,58
1312,3,-31.28,94,261,1.352,0.2534,1,58
1366,-3,-23.33,105.7,250.9,1.415,0.2537,1,58
1420,-1,-12.9,108.4,257.2,1.909,0.308,1,58
1474,-1,-31.83,103,273,1.528,0.258,1,58
1528,-4,-25.9,94.9,260.5,1.07,0.2507,1,58
1582,-5,-13.12,103.94,265.5,1.738,0.277,1,58
1636,-5,-28.8,98.1,265,0.96,0.2373,1,58
1690,-3,-30.16,104.06,269.5,1.077,0.2927,1,58
1744,3,-25.8,116.06,255.6,0.9287,0.3005,1,58
1798,-2,-26.25,114.44,262,1.902,0.293,1,58
1852,-5,-20.36,98.56,261.5,1.59,0.2382,1,58
1906,-5,-12.71,93.25,256,1.887,0.2605,1,58
1960,-5,-18.25,104.4,246.6,1.415,0.3157,1,58
2014,2,-33.12,97.9,257.2,0.837,0.2695,1,58
2067,-3,-21.03,101.7,265.8,1.062,0.25,1,58
2121,-1,-29.64,110.5,263.2,0.852,0.2712,1,58
2175,3,-12.03,100.1,255.9,1.877,0.2632,1,58
2228,4,-32.8,112,276.2,1.185,0.263,1,58
2282,-3,-20.34,99.9,267,1.729,0.2786,1,58
375,-2,-13.336,111.6,241.9,1.798,0.142,0,59
462,-4,-17.95,81.25,204.5,1.598,0.2279,0,59
564,-5,-18.81,87.2,154.6,2.107,0.1737,1,59
589,-4,-14.586,102.1,213.4,2.53,0.1606,0,59
676,-3,-8.195,83.25,187.6,1.894,0.2152,0,59
777,-4,-21.1,98.1,150.6,2.244,0.2505,1,59
802,5,-14.33,105.7,228,2.533,0.1475,0,59
889,-5,-17.17,87.56,191.4,2.264,0.1743,0,59
991,-5,-11,108.56,176.6,1.82,0.2747,1,59
1016,-4,-14.73,104.56,232.2,1.902,0.187,0,59
1103,5,-8.17,94.25,210.8,1.893,0.2233,0,59
1205,-2,-18.81,99.44,179.1,1.897,0.1754,1,59
1259,-1,-16.8,103.5,178.8,1.751,0.1953,1,59
1313,-5,-17.64,104.25,190.6,1.893,0.2021,1,59
1367,-2,-19.11,99.75,186.4,2.113,0.2029,1,59
1421,-2,-17.05,103.56,166.9,2.32,0.1389,1,59
1475,3,-18.64,88.94,183.1,1.766,0.1862,1,59
1529,2,-22.27,89.6,178.1,2.354,0.1327,1,59
1583,-3,-20.34,100.9,187.4,2.459,0.1641,1,59
1637,-4,-23.7,89.1,164.8,2.104,0.1671,1,59
1691,-3,-24.95,85.3,181.4,2.15,0.205,1,59
1745,4,-19.55,92.44,177.4,2.15,0.1798,1,59
1799,-5,-16.89,107.3,175.4,2.445,0.1509,1,59
1853,-4,-21.92,105.5,195.5,1.975,0.2012,1,59
1907,-5,-16.02,99.3,183.8,2.467,0.1672,1,59
1961,-5,-18.98,101.75,197,1.8545,0.1638,1,59
2015,-5,-23.47,92.2,172.2,1.903,0.1395,1,59
2068,5,-18.78,105.44,200.6,1.989,0.1755,1,59
2122,-2,-18.6,94.75,167.2,2.3,0.12115,1,59
2176,5,-14.04,98.3,196.6,2.195,0.2151,1,59
2229,5,-20.97,106.44,167.9,2.031,0.133,1,59
2283,-4,-19.2,101.9,167.2,2.176,0.1465,1,59
403,-5,-5.426,116.56,167.5,1.943,0.1578,0,60
449,-2,8.13,112.6,221.2,1.221,0.4062,0,60
466,-5,-24.58,98.56,231.6,1.928,0.2252,0,60
565,-5,-24.64,95.2,177.5,2.18,0.10834,1,60
617,-5,-1.714,131.9,209.4,2.4,0.1941,0,60
663,-5,-8.33,98.9,206.6,-0.2102,0.3513,0,60
680,-4,-16.2,84.06,204.1,2.06,0.1442,0,60
778,-5,-17.55,115.3,224,2.104,0.2556,1,60
830,-5,-5.71,107.25,233.6,0.05127,0.2235,0,60
876,-5,-7.4,100.6,204,2.527,0.3523,0,60
893,-5,-22.22,101.4,226.1,1.495,0.2162,0,60
992,-3,-18.88,104.9,189.2,2.271,0.3147,1,60
1044,-5,-5.47,118,237.8,2.41,0.1364,0,60
1090,-5,-4.184,97.2,197.2,2.523,0.332,0,60
1107,5,-15.586,85.56,243.9,2.064,0.1605,0,60
1206,-4,-27.31,106,193.1,1.729,0.223,1,60
1260,-5,-12.99,108.4,220.5,2.533,0.2286,1,60
1314,-3,-14.766,111.6,194.6,1.731,0.1686,1,60
1368,0,-18.69,108.75,208.8,2.486,0.1967,1,60
1422,-5,-17.53,106.7,197.4,2.34,0.1602,1,60
1476,-3,-14.6,98.06,195.9,2.328,0.11597,1,60
1530,-3,-24.73,103,219.5,1.723,0.1909,1,60
1584,-5,-19.23,89.6,199.9,2.174,0.1941,1,60
1638,-4,-18.61,112.9,208.1,2.035,0.287,1,60
1692,-5,-16.47,103.75,198.2,2.244,0.1434,1,60
1746,-5,-18.53,91.94,216,2.043,0.1442,1,60
1800,-2,-17.25,83.4,156.4,2.332,0.1213,1,60
1854,-5,-18.06,93.1,207.9,2.18,0.1699,1,60
1908,-3,-16.22,73.5,169.1,2.525,0.2394,1,60
1962,5,-17.28,103.06,206.6,2.564,0.3215,1,60
2016,-4,-16.2,66.1,177,2.477,0.0856,1,60
2069,-5,-18.28,83.56,188.8,2.193,0.2063,1,60
2123,-3,-9.08,76.5,206.5,3.592,0.05298,1,60
2177,-4,-21.14,92,207.8,2.533,0.2001,1,60
2230,-4,-20.8,103.56,190.5,1.842,0.1818,1,60
2284,-3,-16.1,81.9,206.8,2.232,0.2017,1,60
368,-1,0.4006,116.8,225,1.475,0.4067,0,61
409,-3,-2.523,115.6,241.8,1.513,0.4302,0,61
497,-3,12.336,118.4,252.6,1.484,0.591,0,61
566,1,6.875,132.4,219.2,0.7266,0.4326,1,61
582,-5,-37.25,115.2,207,0.364,0.3398,0,61
623,1,9.695,113.25,243.6,0.798,0.4214,0,61
710,0,0.199,118.25,255.5,1.484,0.5537,0,61
779,-1,-7.305,130,232.4,1.407,0.5186,1,61
795,3,-14.66,107.9,216.6,0.6772,0.3953,0,61
836,-4,-1.8545,100.5,220.5,1.433,0.3875,0,61
924,-5,-2.121,101,246.6,1.547,0.5,0,61
993,0,7.54,120,237.5,0.712,0.514,1,61
1009,-4,-9.56,116.06,224.1,1.469,0.4438,0,61
1050,-2,-33.03,103.6,229.4,0.3093,0.4177,0,61
1138,-5,-3.254,118.5,248.6,1.541,0.522,0,61
1207,-2,-5.207,124.3,224,2.53,0.532,1,61
1261,-4,4.523,117.6,227.8,0.724,0.4995,1,61
1315,-5,3.678,124.5,229.6,0.7217,0.5493,1,61
1369,0,4.4,114.2,237.6,0.67,0.5205,1,61
1423,1,-48.25,118.94,229,0.2646,0.4705,1,61
1477,-1,-8.85,131.9,235,1.497,0.5303,1,61
1531,-3,-8.016,122.3,236.2,1.421,0.558,1,61
1585,-2,1.58,132.1,223,0.8286,0.4966,1,61
1639,-1,8.016,136.1,225.1,0.736,0.502,1,61
1693,-1,-5.94,129.4,232.9,1.394,0.5474,1,61
1747,-3,-6.477,128.8,235.5,1.681,0.5107,1,61
1801,2,11.31,132.5,227.1,0.7734,0.5005,1,61
1855,0,4.086,135.4,228.2,0.7256,0.5156,1,61
1909,0,5.08,133.9,231.2,0.6997,0.512,1,61
1963,0,-71.25,133.2,229.4,0.0881,0.532,1,61
2017,0,-6.453,132.5,235.8,1.467,0.5327,1,61
2070,-1,4.457,132.9,223.1,1.588,0.5425,1,61
2124,-2,3.621,136.4,230.8,1.638,0.5327,1,61
2178,-1,-7.61,128.4,239,1.351,0.5596,1,61
2231,-3,2.863,126.8,235.9,0.7217,0.557,1,61
2285,0,7.176,126.56,235.6,0.7446,0.599,1,61
397,-5,-11.55,121.6,185,1.211,0.296,0,62
428,-4,-3.957,99.3,166,0.8154,0.3337,0,62
478,-4,-1.174,105.94,137,2.53,0.312,0,62
567,2,-21.36,97.25,157.8,2.5,0.06525,1,62
611,3,-18.44,102.75,163.5,0.01563,0.2134,0,62
642,-1,15.37,101.56,190.1,1.819,0.4756,0,62
691,-5,-14.96,100.94,154.2,2.092,0.2162,0,62
780,-2,-12.44,100.1,175.4,2.395,0.1576,1,62
824,-4,-18.94,105.3,160.5,2.299,0.162,0,62
855,-1,11.47,91.8,176.4,1.812,0.2527,0,62
905,-4,-20.7,111.3,131,1.599,0.2443,0,62
994,2,-26.77,96.25,173.6,1.77,0.13,1,62
1038,0,-13.516,106.8,197.5,2.133,0.3071,0,62
1069,-4,-19.55,92.7,160.6,1.104,0.229,0,62
1119,4,-11.08,108.56,158.6,2.41,0.2734,0,62
1208,-2,-22.45,97.1,199.2,2.305,0.1079,1,62
1262,3,-23.25,114.5,216.9,2.328,0.03088,1,62
1316,2,-21.62,95.3,152.2,2.469,0.1142,1,62
1370,-5,-22.64,126.8,135.4,2.396,0.02478,1,62
1424,-3,-22.22,88.4,192,2.422,0.0662,1,62
1478,-5,-22.44,103.9,169.9,2.396,0.1373,1,62
1532,5,-22.95,112.5,151.8,2.348,0.08527,1,62
1586,-5,-21.55,111.8,166.5,2.5,0.03882,1,62
1640,-3,-21.08,84.3,186.4,2.395,0.0837,1,62
1694,-4,-19.45,102,152.1,2.336,0.1139,1,62
1748,-2,-21.45,88.56,138.9,2.35,0.1549,1,62
1802,5,-22.55,95.6,147.5,2.367,0.09424,1,62
1856,3,-22.44,92.94,132.9,2.422,0.0775,1,62
1910,-4,-22.1,93.3,134.4,2.217,0.10583,1,62
1964,0,-22.73,105.25,129.6,2.387,0.0805,1,62
2018,5,-21.78,119.8,90.6,2.504,0.0446,1,62
2071,-4,-20.45,126.94,105.2,2.588,0.03763,1,62
2125,0,-22.27,116.44,129.5,2.428,0.08966,1,62
2179,5,-21.72,99.56,136.8,2.389,0.06604,1,62
2232,-3,-20.94,96.94,136.1,2.615,0.0689,1,62
2286,-1,-21.72,89.1,113.6,2.232,0.04996,1,62
376,-4,-20.58,107.9,239.2,1.626,0.1672,0,63
391,-5,-8.875,103.5,250.2,2.527,0.2267,0,63
440,-1,0.3862,127.75,281.2,-2.281,0.3247,0,63
568,0,-15.836,107.5,269.5,1.446,0.1589,1,63
590,-5,-14.51,109.1,250.1,1.665,0.1537,0,63
605,0,-9.12,99.5,266.5,0.835,0.2219,0,63
654,-3,1.654,133.5,261.8,-1.45,0.335,0,63
781,2,-10.22,112.3,214.1,1.764,0.1993,1,63
803,-5,-1.53,109.7,234,1.746,0.1786,0,63
818,-5,53.4,100.5,259.8,0.1333,0.268,0,63
867,-5,-14.51,108.7,237.1,2.36,0.2284,0,63
995,1,-13.18,96.7,245.1,1.596,0.194,1,63
1017,0,-18.06,105.8,219.8,1.667,0.1665,0,63
1032,-4,-0.8457,108.2,260.5,1.39,0.2373,0,63
1081,-1,0.639,104.6,255.1,-1.387,0.2668,0,63
1209,0,-24.53,101.9,258.5,1.18,0.1935,1,63
1263,2,-7.773,94.3,232.9,1.615,0.179,1,63
1317,5,-12.11,92.75,250.1,1.332,0.1687,1,63
1371,4,-15.734,94.94,232.2,1.456,0.2225,1,63
1425,1,-16.44,96.7,239.2,1.505,0.1659,1,63
1479,0,-14.734,88.1,241.8,1.588,0.205,1,63
1533,1,-5.71,103.06,224.9,2.41,0.155,1,63
1587,0,-19.33,94.6,233.8,1.579,0.2197,1,63
1641,1,-18.78,93.2,245,1.508,0.2042,1,63
1695,4,-22.56,101.8,244.5,1.402,0.1687,1,63
1749,-1,-19.34,93.3,246.4,1.446,0.209,1,63
1803,1,-20.47,96.56,239,1.427,0.1624,1,63
1857,-3,-3.766,104.56,240.2,2.379,0.1433,1,63
1911,-4,-21.2,104.7,252.9,1.282,0.1542,1,63
1965,4,-20.97,94.4,249.9,1.449,0.1624,1,63
2019,-5,-23.97,97.9,257.5,1.246,0.1515,1,63
2072,2,-21.8,89.7,235.5,1.54,0.1725,1,63
2126,0,-19.55,94.56,249.4,1.465,0.1489,1,63
2180,-5,-30.78,93.6,252.5,1.137,0.1508,1,63
2233,3,-22.86,97.8,248.9,1.367,0.1537,1,63
2287,-4,-27.05,84.4,227.1,1.4375,0.137,1,63
380,-5,-13.51,95.1,226,2.498,0.21,0,64
486,-1,-27.56,107.5,180.5,1.74,0.10443,0,64
569,-5,-18.89,99.75,196.4,2.371,0.184,1,64
594,-3,-13.6,101.44,214.9,2.227,0.2375,0,64
699,0,-18.16,102.7,200.2,2.475,0.1215,0,64
782,-5,-21.27,108.9,180.5,2.49,0.183,1,64
807,-5,-15.3,98.75,234.2,2.457,0.315,0,64
913,-2,-17.05,89.06,214.9,1.9795,0.1669,0,64
996,-5,-17.39,77.3,202.9,2.457,0.1803,1,64
1021,-2,-13.65,98.7,246.5,2.133,0.3203,0,64
1127,2,-14.97,92.25,195.8,2.514,0.2039,0,64
1210,0,-14.15,83.8,226.9,2.45,0.2106,1,64
1264,-3,-27.52,87.44,216.1,1.23,0.2554,1,64
1318,-5,-12.97,104.4,206.4,2.217,0.3022,1,64
1372,2,-16.89,100.94,188.2,2.428,0.2269,1,64
1426,-3,-20.98,92.4,221.2,1.938,0.2598,1,64
1480,-5,-22.78,83.1,220.1,1.856,0.239,1,64
1534,-2,-20.64,92.25,213.6,2.422,0.1656,1,64
1588,2,-21.5,96.1,205.8,2.066,0.1976,1,64
1642,-2,-22.12,88.2,233.9,1.59,0.3137,1,64
1696,-4,-22.52,98.4,173.5,2.363,0.0962,1,64
1750,-4,-21.86,91,193.9,2.402,0.1334,1,64
1804,-5,-21.4,89.3,257.5,1.923,0.2795,1,64
1858,2,-28.02,110.3,223.8,1.264,0.2242,1,64
1912,-4,-22.78,84.8,216.1,2.148,0.1803,1,64
1966,-4,-42.3,96.56,243.4,0.651,0.2717,1,64
2020,5,-17.11,93.1,211.9,2.2,0.2115,1,64
2073,-5,-16.6,84.8,215.1,2.322,0.183,1,64
2127,-3,-36.5,93.94,240,0.887,0.2372,1,64
2181,2,-23.14,100.44,217.8,2.219,0.1643,1,64
2234,-1,-19.66,80.94,221.2,2.498,0.1864,1,64
2288,-2,-19.27,79.94,272,2.451,0.1779,1,64
436,-2,-12.28,97.1,208.6,1.907,0.2412,0,65
498,-5,-8.086,97.9,220.8,0.974,0.35,0,65
570,3,-23.98,111.75,152.5,1.282,0.2062,1,65
650,-2,-5.35,117.9,213.4,2.518,0.3096,0,65
711,-5,-11.16,96.75,222.1,2.186,0.353,0,65
783,-4,-17.58,92.75,132.1,1.412,0.344,1,65
863,0,-15.9,110.25,194.6,1.729,0.2834,0,65
925,-5,1.637,91,217.5,1.077,0.361,0,65
997,5,-15.625,90.5,217,1.467,0.3389,1,65
1077,-3,-13.19,91.8,218,2.297,0.2065,0,65
1139,-2,-13.99,94,224.5,1.667,0.3093,0,65
1211,-5,-22.06,91.56,160.2,2.379,0.2695,1,65
1265,-1,-21.61,88.6,178.2,2.047,0.2642,1,65
1319,-3,-20.1,98.6,165.4,2.2,0.2664,1,65
1373,-5,-15.414,105,139,1.813,0.2778,1,65
1427,0,-15.72,101.56,177.2,1.167,0.3018,1,65
1481,-5,-13.08,90.2,177.2,1.582,0.2812,1,65
1535,-5,-15.01,94.9,135,1.205,0.2969,1,65
1589,-3,-22.4,96.2,154.8,1.344,0.256,1,65
1643,-3,-13.53,101.25,192,0.954,0.3042,1,65
1697,-5,-8.53,87.94,162,2.244,0.3438,1,65
1751,-4,-11.22,90.1,149.5,1.197,0.3457,1,65
1805,-5,-7.4,90.8,167.1,1.185,0.2957,1,65
1859,-4,-16.2,97.5,137,1.764,0.3037,1,65
1913,-4,-16.72,110.06,128.9,1.708,0.253,1,65
1967,-3,-18.73,101.25,149.8,2.088,0.2301,1,65
2021,-2,-13.195,90.5,185.9,1.159,0.345,1,65
2074,-2,-24.4,90.9,153.6,1.333,0.2969,1,65
2128,-3,-11.74,86.25,154.2,1.579,0.2908,1,65
2182,2,-25.73,99.25,160.6,2.074,0.2446,1,65
2235,-3,-20.02,95.9,126.94,2.268,0.2551,1,65
2289,2,-8.87,85.94,164.2,1.446,0.2688,1,65
364,-2,-27.25,91.1,231,1.374,0.3787,0,66
470,-5,-24.22,94.06,276.2,0.8667,0.195,0,66
514,-5,15.805,97.8,251.8,0.82,0.3445,0,66
518,-3,-3.879,106.06,254.8,1.513,0.2216,0,66
571,-5,-16.62,123.94,283.8,2.37,0.2893,1,66
578,-1,-37.8,109.44,253.8,0.6943,0.355,0,66
684,-2,-14.46,107.1,309.5,2.299,0.1808,0,66
727,-4,0.542,89.75,257.5,-1.643,0.3865,0,66
731,-5,-33.25,85.7,260.2,1.202,0.1492,0,66
784,1,-3.295,109.9,311.2,2.139,0.251,1,66
791,-5,-26.8,97.44,189.9,1.5205,0.2113,0,66
897,-4,-13.95,103.7,295.8,2.44,0.1442,0,66
941,-5,0.737,86.56,280,-1.604,0.4158,0,66
945,-1,-42.97,89.2,272,0.9697,0.0936,0,66
998,-5,-51.66,110.56,279.2,0.523,0.1897,1,66
1005,-3,-19.14,92.94,250.9,1.484,0.27,0,66
1111,-2,0.4583,90.3,305.5,-1.923,0.2344,0,66
1155,-2,-12.53,102.06,239.9,-0.04614,0.3286,0,66
1159,-1,-31.66,112.4,239.9,1.145,0.1095,0,66
1212,-5,-80.3,116.94,289,0.12305,0.1475,1,66
1266,-5,-76.9,107.6,305.8,0.1589,0.2316,1,66
1320,-4,-62.3,103.2,266,0.3774,0.173,1,66
1374,3,-14.19,120.1,250.4,2.252,0.1697,1,66
1428,-4,3.227,95.44,296.2,2.457,0.2333,1,66
1482,-5,-8.8,103.56,263.2,0.928,0.2114,1,66
1536,-2,-19.22,124.06,290.8,2.441,0.2096,1,66
1590,-5,-12.53,107.5,313.2,0.2307,0.1951,1,66
1644,-2,-55.94,106,263.2,0.4717,0.1958,1,66
1698,-2,3.338,108.8,277.5,1.759,0.3113,1,66
1752,-2,-38.9,98.94,269.5,0.2922,0.335,1,66
1806,-5,-73.5,105.06,291,0.2205,0.2324,1,66
1860,2,-36.5,107.9,245.8,1.273,0.158,1,66
1914,-5,1.055,105.1,241.1,-0.836,0.3586,1,66
1968,-5,0.4102,93.9,270.5,-2.148,0.2449,1,66
2022,-5,-71.7,125.3,281.5,0.197,0.2496,1,66
2075,0,-48.72,99.06,268,0.7026,0.2615,1,66
2129,-4,0.6094,95.2,284,1.424,0.3008,1,66
2183,-5,-21.84,103.3,273.8,1.318,0.289,1,66
2236,-1,-10.97,114.6,260.2,1.984,0.1926,1,66
2290,-5,-58.3,95.2,269.2,0.5024,0.1777,1,66
495,4,-31.14,93.6,252,1.161,0.182,0,67
519,-4,-35.4,71.9,216.2,1.321,0.10693,0,67
572,-3,-29.4,83.5,202.6,1.658,0.131,1,67
708,-2,-10.45,97.2,237.1,1.195,0.1835,0,67
732,0,-28.12,76.75,270.5,1.41,0.0662,0,67
785,-3,-28.27,78.06,204.4,1.737,0.1964,1,67
922,-1,-5.246,108.4,218.6,2.035,0.1791,0,67
946,-4,-36.56,79,239.6,0.9536,0.08826,0,67
999,-4,-29,84.94,223.2,1.592,0.1326,1,67
1136,5,-17.36,91.3,268.8,0.577,0.1693,0,67
1160,-5,-34.97,87,244.9,1.102,0.0682,0,67
1213,-5,-28.02,76.94,183,1.741,0.0712,1,67
1267,-1,-32.03,89.06,200.5,1.583,0.0483,1,67
1321,-3,-27.73,81.06,214.5,1.6875,0.05246,1,67
1375,-5,-29.6,80.3,166.5,1.751,0.0741,1,67
1429,-4,-26.69,86.9,159.8,1.855,0.06088,1,67
1483,-5,-28.58,71.44,203.1,1.762,0.06775,1,67
1537,-4,-27.42,58.1,216.4,1.882,0.1056,1,67
1591,-5,-29.42,81.06,205.4,1.621,0.11,1,67
1645,2,-26.92,81.56,153.5,1.959,0.1082,1,67
1699,-4,-33.6,81.06,209.5,1.505,0.1093,1,67
1753,-5,-26.98,79.2,139.4,1.954,0.1061,1,67
1807,-5,-24.27,83.06,169.8,1.924,0.1355,1,67
1861,-1,-29.1,78.3,168.5,1.77,0.1321,1,67
1915,-4,-29.44,88.4,124.1,1.754,0.11664,1,67
1969,-3,-19.58,85.94,219.1,2.102,0.2177,1,67
2023,-4,-36.25,81.7,235.4,1.186,0.166,1,67
2076,-1,-28.61,100.06,172.5,1.714,0.1594,1,67
2130,-5,-29.62,99.8,193.2,1.651,0.1511,1,67
2184,-5,-26.39,81.4,179,2.006,0.1416,1,67
2237,-3,-30.42,84,207.5,1.292,0.173,1,67
2291,-5,-20.34,78.4,177.2,2.2,0.2047,1,67
413,-2,-7.4,111.8,270.2,1.462,0.4702,0,68
457,-5,12.85,89.94,260.2,2.338,0.593,0,68
573,-4,-2.08,122.4,274.2,1.846,0.6006,1,68
627,1,4.164,109.06,262.8,1.339,0.3984,0,68
671,-3,9.09,99.4,275.8,1.697,0.538,0,68
786,1,0.4214,117.6,273.5,-2.104,0.617,1,68
840,-2,-9.266,100.4,275,1.918,0.3196,0,68
884,-5,15.42,101.1,279,2.254,0.588,0,68
1000,-4,0.432,118.4,276.5,-2.062,0.583,1,68
1054,-5,-12.84,105.6,277.5,1.6875,0.3142,0,68
1098,-1,13.37,87.5,271.5,2.28,0.532,0,68
1214,0,0.4192,126.06,279.8,-2.135,0.5767,1,68
1268,0,-6.59,122.5,275,1.57,0.634,1,68
1322,-1,81,118.06,267.8,0.05154,0.6196,1,68
1376,1,0.4275,111.6,270.8,-2.062,0.547,1,68
1430,-5,0.4163,120,269.5,-2.117,0.652,1,68
1484,-5,0.58,124.6,270,2.56,0.642,1,68
1538,-4,-5.207,128.9,279,1.866,0.614,1,68
1592,-5,-4.867,113.56,271.5,1.643,0.628,1,68
1646,-1,-4.605,120,265.8,1.895,0.624,1,68
1700,0,0.598,101,268.8,-1.995,0.65,1,68
1754,-4,0.4265,118.8,270.5,-2.078,0.6377,1,68
1808,0,0.769,121.56,274.2,2.305,0.667,1,68
1862,-2,0.5874,125.06,270.2,-2.031,0.657,1,68
1916,-4,0.4487,120.25,270.2,-1.964,0.5967,1,68
1970,-2,10.57,116,271.5,2.527,0.654,1,68
2024,-5,0.435,126.06,279,-2.035,0.5933,1,68
2077,-2,0.435,115.2,270.2,-2.047,0.6206,1,68
2131,-3,0.566,126.9,263.2,-2.088,0.6978,1,68
2185,-1,0.574,106.2,258.5,-2.09,0.6733,1,68
2238,-4,-3.908,113.7,265.2,1.887,0.595,1,68
2292,-4,-6.7,123.1,264.2,1.72,0.645,1,68
384,-5,-14.78,90.6,211.1,2.41,0.2249,0,69
392,-5,-10.016,94.44,201.4,2.436,0.2173,0,69
404,4,-25.94,94.75,201.8,0.9585,0.2627,0,69
574,-2,-29.38,107.25,210.4,1.114,0.1525,1,69
